Review,Star Rating,Length,Valence,Review Quantity,Internal Consistency,Review Quality,Credibility
🔋Battery Life：,5,2,,333,,,
legit seller thank you s mabilis n deliver,5,8,,333,,,
Waterproof feature is a game-changer! ,5,6,,333,,,
Waterproof feature is a game-changer! ,5,6,,333,,,
Impressed with the fast delivery. ,5,5,,333,,,
Quality:LEGIT🙏🙏🙏,5,2,,333,,,
Waterproof feature is a game-changer!  Impressed with the fast delivery.  Impressed with the fast delivery.  Impressed with the fast delivery. ,5,21,,333,,,
It took me days bago magreview para matest ang product and yes legit Apple product!! May warranty din sya. Everything is smooth and im happy nagpabudol ako. Got it for P48*** 256gb. Sulit!! Thank you Apple Flagship 💗  🔋Battery Life:  💯  ⚡Performance:  smooth  📸Camera Quality:  grainy haha but i think ganon na talsga ang ip 16 idk,5,55,,333,,,
Impressed with the fast delivery.  Waterproof feature is a game-changer!  Sleek design  love the black color! ,5,17,,333,,,
the seller stress me out they keep bantering auto generated messages and not reassuring when my item will be packed as it took a week and almost 2 weeks for it to be packed it thought they don't have the motive to ship anymore!!! for the price it is not fair and overpricing my redmi k80 can do half of the phones power and the biggest bummer is it only runs at 60hz!!!! and even the price is discounted the price is astronomically unjustifiably unright for the commercial use. courier also took long time deliver they arrived midday. I hope apple takes my review as a consideration because android counterparts are certainly better and have more justifiable price range than this compact iphone but it's an okay performer for me. the camera is grainy and blurry and there is a lot of noise on the photos  the macro is horrible either and the new camera button is buggy and my fingerprint is not recognized easily. the speakers are loud but it's has a 'basag' feel to it  and my k80 has Sony Dolby speakers and it sounds great!! ANDDD there is no freebies and the adapter and headphones is missing  they should include it because some people are first time users of an iPhone like me  anyways that is my honest review! :)),1,225,,333,,,
This was purchased as a gift for my wife  she is extremely satisfied and happy with it.,5,17,,333,,,
🔋Battery Life:Great  📸Camera Quality:Wonderful   ⚡Performance:Game Changer  Legit ang item.,5,12,,333,,,
Sleek design  love the black color!  Impressed with the fast delivery.  Waterproof feature is a game-changer! ,5,17,,333,,,
Sleek design  love the white color!   It’s original and NTC approved.  Impressed with the fast delivery.,5,17,,333,,,
My wife loves it. saktong sakto sa kamay. Need nya to capture family memories since hindi ako pala.picture. cool sin yung teal color.,5,24,,333,,,
Sleek design  love the black color!  Sleek design  love the black color!  Sleek design  love the black color!  Sleek design  love the black color!  Sleek design  love the black color!  Sleek design  love the black color!  Sleek design  love the black color!  Sleek design  love the black color!  Sleek design  love the black color!  Sleek design  love the black color!  Sleek design  love the black color! ,5,66,,333,,,
Waterproof feature is a game-changer!  Sleek design  love the black color!  original,5,13,,333,,,
Impressed with the fast delivery. ,5,5,,333,,,
Impressed with the fast delivery. ,5,5,,333,,,
Waterproof feature is a game-changer! ,5,6,,333,,,
charger cord is not working,5,5,,333,,,
This was delivered safely,5,4,,333,,,
Superlegit👏🏻👍🏼,5,1,,333,,,
,5,0,,333,,,
,5,0,,333,,,
,5,0,,333,,,
,5,0,,333,,,
,5,0,,333,,,
