Review,Star Rating,Length,Valence,Review Quantity,Internal Consistency,Review Quality,Credibility
grabe ka seller Ang Ganda kahit maliit Ang Ganda Naman Ng sounds at Ang lakas pa😊 good job seller and Kay kuya rider      Compact and portable speaker  Great sound quality     Quality:10/10   Material:10/10  Functionality:10/10,5,39,,577,,,
ang ganda. ang lakas ng tunog grave😊 for 81petot grabe apaka nice🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰Easy to use and set up  Excellent value for money  Convenient mobile phone holder  Versatile speaker with multiple variations  Wireless Bluetooth connection  Great sound quality ,5,37,,577,,,
Perfect for on-the-go use  Rechargeable built-in battery  Convenient mobile phone holder  Versatile speaker with multiple variations  Rechargeable built-in battery ,5,23,,577,,,
Works really well at a very affordable price. Its maximum sound can fill our living room with enoigh noise.,5,19,,577,,,
I love it..Love the quality and the price..,5,9,,577,,,
ang lupet gana sya kala ko hindi ma detect ng cp ko 😁  salamat seller 👌🏼,5,14,,577,,,
legit guys 5pesos lang nabili ko. ganda.,5,7,,577,,,
Quality:maganda sya malakas subrang cute thankyou kua rider sa pagdelever ang ganda tlga work it and 34 pisos KO hehehe order ako sunod ung malaki Naman 🥰😘  good na good 😊,5,30,,577,,,
maganda Siya malakas kahit maliit,5,5,,577,,,
Wireless Bluetooth connection  Excellent value for money  Great sound quality  Easy to use and set up ,5,16,,577,,,
🎧Versatile speaker with multiple variations  Sound Quality：,5,7,,577,,,
malakas Ang sound maganda.kazo lang Wala Pala saksakan Ng mic.,5,11,,577,,,
Versatile speaker with multiple variations  Excellent value for money  Excellent value for money  Stylish design  Great sound quality  Excellent value for money  Great sound quality  Stylish design ,5,27,,577,,,
thanks po,5,2,,577,,,
Great sound quality  Easy to use and set up ,5,9,,577,,,
sabi nyu 4inches dumating 3inches,5,5,,577,,,
Easy to use and set up ,5,6,,577,,,
Easy to use and set up ,5,6,,577,,,
maganda malakas Ang tunog kahit maliit🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩,5,6,,577,,,
Wireless Bluetooth connection ,5,3,,577,,,
mabilis dumating  malakas Naman Ang speaker  so cute .maliit lang Siya Wala Naman damage good quility Naman.,5,17,,577,,,
Maganda po,5,2,,577,,,
Great sound quality ,5,3,,577,,,
chkklllgccgjjj😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,5,1,,577,,,
👜Portability:10/10  🎧Sound Quality:10/10,5,7,,577,,,
mgnda at mlkas xa ngstuhan ko kht mliit lng ang cute hehe,5,12,,577,,,
🎧Sound Quality:10/10 di basag sound quality nya  Easy to use and set up.   *May kaunting problem lang kasi naka state sa description item na with phone holder pero dinsya included sa mismong item na na received ko ngayon.  *Sakay base on the box ng item  may naka state na with charging cable saka microphone pero wala din.,3,59,,577,,,
like it,5,2,,577,,,
👜Portability：,5,1,,577,,,
nakalagay nyo 4'' tas ang dinilever nyo 3''lng,5,9,,577,,,
🎧Sound Quality：,5,2,,577,,,
ok malakas Ang tunog ligit talaga salamat sa seller at sa rider,5,12,,577,,,
ang Ganda kahit maliit sya malakas..,5,6,,577,,,
thanks,5,1,,577,,,
Excellent value for money ,5,4,,577,,,
Easy to use and set up   thank you sa delivery driver,5,11,,577,,,
good quality speaker Sana mag tagal,5,6,,577,,,
sobrang ganda,5,2,,577,,,
goods po nmn cia,5,4,,577,,,
𝚖𝚊𝚐𝚊𝚗𝚍𝚊 𝙲𝙸𝙰 𝚕𝚊𝚔𝚊𝚜 𝚗𝚐 tunog,5,1,,577,,,
Quality:all in good condition,5,5,,577,,,
Great sound quality ,5,3,,577,,,
Versatile speaker with multiple variations  Compact and portable speaker  Wireless Bluetooth connection ,5,12,,577,,,
Quality:ayos Siya malakas kahit maliit..,5,6,,577,,,
🎧Sound Quality:good Rechargeable built-in battery     🔋Battery Life:good  👜Portability:good,5,12,,577,,,
mabilis malobat,5,2,,577,,,
Easy to use and set up  Compact and portable speaker  Rechargeable built-in battery ,5,14,,577,,,
Stylish design  Compact and portable speaker    🎧Sound Quality:good  🔋Battery Life:good,5,12,,577,,,
62 pesos only .. salamat seller super worth it I love it so much ❤️ I will rate this shop 5 star ⭐⭐⭐⭐⭐,5,20,,577,,,
ok nmn po xa midio matagal dn po malobat slmt po KY seller at ky kuya suking rider n mabait 🥰,5,20,,577,,,
Its size is Perfect for on-the-go use its Easy to use and set up with Versatile speaker with multiple variations its a Excellent value for money.,5,28,,577,,,
thank you so much seller ❤️❤️ Salamat Lalo Nat Sa maayos na pag ka package Nang aking order Salamat po  ❤️❤️❤️ thank you so much lazada,5,24,,577,,,
Excellent value for money  Perfect for on-the-go use ,5,10,,577,,,
Nice product  works well. best buy... fast shipping also.,5,9,,577,,,
Stylish design  Versatile speaker with multiple variations  Rechargeable built-in battery ,5,11,,577,,,
🎧Sound Quality:malakas Ang sounds nya ☺️  🔋Battery Life:matagal din malowbat,5,11,,577,,,
🎧Sound Quality:10/10   👜Portability:10/10  🔋Battery Life:10/10 Great sound quality  Easy to use and set up  Compact and portable speaker  but it's not a convenient mobile phone holder.,5,33,,577,,,
Versatile speaker with multiple variations  Rechargeable built-in battery  Perfect for on-the-go use ,5,15,,577,,,
Great sound quality   Easy to use and set up ,5,9,,577,,,
Rechargeable built-in battery  Great sound quality  Compact and portable speaker  Perfect for on-the-go use ,5,17,,577,,,
Excellent value for money  Excellent value for money  Perfect for on-the-go use ,5,14,,577,,,
Functionality:good  Quality:good  Material:I think Compact and portable speaker  Stylish design  Convenient mobile phone holder  Perfect for on-the-go use  Convenient mobile phone holder  Great sound quality ,5,30,,577,,,
thank you seller  malakas po tunog,5,6,,577,,,
Perfect for on-the-go use ,5,6,,577,,,
Stylish design  Versatile speaker with multiple variations  Compact and portable speaker  Convenient mobile phone holder ,5,15,,577,,,
Functionality:gCompact and portable speaker  Excellent value for money  Rechargeable built-in battery  Convenient mobile phone holder ,5,17,,577,,,
Maliit pero sulit lakas ng tunog..☺️this shop is highly recommend talaga🥰,5,12,,577,,,
Quality:good  Functionality:good Compact and portable speaker  Great sound quality  Wireless Bluetooth connection  Easy to use and set up ,5,20,,577,,,
affordable na high quality speaker pa  thank you so much seller  recommended tong shop na to  legit si seller.,5,19,,577,,,
ok naman yung tunig basta wag itodo ang volume .. salamat seller at sa rider na madaling kausap ..,5,17,,577,,,
basag yong dumating sa Amin,5,5,,577,,,
legit dito kayo umorder,5,4,,577,,,
Salamat Ng marami seller at Kay Kuya nah delivery Salamat Ng marami Maganda ung tunog nya SA uulitin kahit mura LNG maganda sya..,5,23,,577,,,
Convenient mobile phone holder  Compact and portable speaker  Versatile speaker with multiple variations  Wireless Bluetooth connection ,5,16,,577,,,
Functionality:Easy to use and set up    Material:Stylish design  Wireless Bluetooth connection ,5,13,,577,,,
Perfect for on-the-go use  Stylish design  Wireless Bluetooth connection ,5,11,,577,,,
👜Portability: nice  🎧Sound Quality: 100/10  🔋Battery Life: idk yet,5,10,,577,,,
Sira yung on and off,1,5,,577,,,
mali naman binigay nyo sa akin nagbigay kayo 3inch lang at hindi 4 inch kala ko malaki ang liit lang nito,5,21,,577,,,
maganda at mlakas ang sounds niya maraming salamt,5,8,,577,,,
maayos po at maganda,5,4,,577,,,
good namn. nagexpect lang ako ng medyo malaki at may saksakan ng mic. so sad wala. pero good quality   lakas din ng tunog.. Great sound quality  Rechargeable built-in battery  Easy to use and set up ,5,36,,577,,,
Wireless Bluetooth connection  Wireless Bluetooth connection  Perfect for on-the-go use Wireless Bluetooth connection ,5,15,,577,,,
wlng mike n Kasama ang speaker Sabi wireless bkt wla,5,10,,577,,,
Great sound quality ,5,3,,577,,,
good,5,1,,577,,,
Easy to use and set up  Wireless Bluetooth connection  Rechargeable built-in battery ,5,13,,577,,,
Rechargeable built-in battery  Great sound quality  vVersatile speaker with multiple variations ,5,12,,577,,,
Ang cute nya.....malakas nman Ang sound kaso medjo basag lang pag malakas.....,5,13,,577,,,
Perfect for on-the-go use ,5,6,,577,,,
Versatile speaker with multiple variations Excellent value for money ,5,9,,577,,,
maganda legit,5,2,,577,,,
goods ang ganda at malakas sya kahit di ganon kalaki,5,10,,577,,,
🎧Sound Quality:Convenient mobile phone holder ,5,6,,577,,,
🎧Sound Quality:Excellent value for money ,5,6,,577,,,
Excellent value for money ,5,4,,577,,,
Functionality:salamat seller   Quality:salamat at Hindi scam yong order ko,5,11,,577,,,
Great sound quality  Perfect for on-the-go use  Easy to use and set up ,5,15,,577,,,
Perfect for on-the-go use ,5,6,,577,,,
maam oky na po na tanggap kona po yun order ko po malakas po at maganda ang tonod,5,18,,577,,,
Great sound quality  Excellent value for money ,5,7,,577,,,
Great sound quality ,5,3,,577,,,
Perfect for on-the-go use  Great sound quality ,5,9,,577,,,
Perfect for on-the-go use  Perfect for on-the-go use ,5,12,,577,,,
Functionality:ok   Quality:malakas  Material:cogoro matibay,5,7,,577,,,
walang kasamang microphone.nakalagay sa box ai may kasamang mic eh,5,11,,577,,,
Versatile speaker with multiple variations  Great sound quality,5,8,,577,,,
kuya balik kapo bukas,5,4,,577,,,
kla ko malaki ...pero ok nmn,5,6,,577,,,
Quality:good  Material:good  Functionality:good,5,6,,577,,,
disappointed,5,1,,577,,,
maganda at malakas Ang tunog,5,5,,577,,,
🎧Sound Quality:good,5,3,,577,,,
nice,5,1,,577,,,
🎧Sound Quality:Great sound quality ,5,5,,577,,,
Quality:Excellent value for money ,5,5,,577,,,
ganda malakas tunog nya mabilis LNG mag full charge,5,9,,577,,,
Excellent value for money ,5,4,,577,,,
Quality:very nice maganda thank you seller,5,7,,577,,,
Very nice❤️,5,2,,577,,,
salamat deliver riader and lazada,5,5,,577,,,
okay nmn po maganda,5,4,,577,,,
Excellent value for money  Great sound quality ,5,7,,577,,,
the packaging is not in good condition.  the delivery in on time  so fast to arrived.  👍👍👍👍👍,3,16,,577,,,
salamat,5,1,,577,,,
its good,5,2,,577,,,
Great sound quality ,5,3,,577,,,
,5,0,,577,,,
,5,0,,577,,,
,5,0,,577,,,
,5,0,,577,,,
,5,0,,577,,,
Great sound quality ,5,3,,577,,,
dipa dumating ma'am Yung order ko,5,7,,577,,,
goods nice seller legit,5,4,,577,,,
Great sound quality ,5,3,,577,,,
Great sound quality ,5,3,,577,,,
ayos naman ang speaker,5,4,,577,,,
nice Ang lakas kahit maliit,5,5,,577,,,
good quality po,5,3,,577,,,
Quality：,5,1,,577,,,
not good mabilis malowbatt,5,4,,577,,,
ang pangit,4,2,,577,,,
Excellent value for money ,5,4,,577,,,
nice,5,1,,577,,,
good 👍👍👍👍👍,5,1,,577,,,
Goods n goods,5,3,,577,,,
Functionality🤔：  Quality:😢  Material:😢,3,3,,577,,,
Wireless Bluetooth connection  Great sound quality  Stylish design  Easy to use and set up  Versatile speaker with multiple variations  Ang lakas nya ayos na ayos😊sulit Ang 10/10,1,28,,577,,,
sira po ung chargung pin... di po ma charge 😭,1,9,,577,,,
no item received but delivered status,1,6,,577,,,
