Review,Star Rating,Length,Valence,Review Quantity,Internal Consistency,Review Quality,Credibility
Size:Plus size options available  Various waist sizes to choose from  Perfect for mom jeans look  Full length for versatile styling  Full length for versatile styling  Comfortable and stylish  Flattering skinny fit  Comfortable and stylish ,5,35,,1030,,,
very good sa maling tama na order iba kasi yung pic versus sa dumating but its ok at kasya ko nman,5,21,,1030,,,
hnd nmn ito ang dumating sakin bkit ganon jumper ang dumating budol,5,12,,1030,,,
𝚊𝚗𝚐 𝚐𝚊𝚗𝚍𝚊 𝚜𝚊 𝚙𝚒𝚌𝚝𝚞𝚛𝚎 𝚙𝚎𝚛𝚘 𝚒𝚋𝚊 𝚢𝚘𝚗𝚐 𝚍𝚞𝚖𝚊𝚝𝚒𝚗𝚐 𝚊𝚗𝚐 pangit,5,1,,1030,,,
ukay ukay nmn pla Kya mura at wla pang butones,5,10,,1030,,,
wrong items,5,2,,1030,,,
panget,5,1,,1030,,,
Comfortable and stylish  Plus size options available ,5,7,,1030,,,
Size:  scam   Comfort:  scam   Style:  scam,1,6,,1030,,,
baket Po ganto Ang layo s ine order q   okay to eh wag Po kayu ganyan ,5,16,,1030,,,
Plus size options available ,5,4,,1030,,,
Durable denim material ,5,3,,1030,,,
Comfortable and stylish ,5,3,,1030,,,
Comfortable and stylish  Comfortable and stylish ,5,6,,1030,,,
Push up denim for a lifted look ,5,7,,1030,,,
scammer,5,1,,1030,,,
Trendy tattered design ,5,3,,1030,,,
ung seller nito mukang pera kahit sira na ibibigay pa,5,10,,1030,,,
SO SAD. VERY DISAPPOINTED TO THIS SHOP. 🥺🥺🥺😭😭😭😭,5,7,,1030,,,
Material:iba yung nasa picture kesa sa personal  i think it's ukay lang pero okay lang  Size:sakto naman po sa akin yung size  Design:okay naman din yung design,5,31,,1030,,,
dili Mao lage ang naabot nga items,5,7,,1030,,,
Comfortable and stylish ,5,3,,1030,,,
not good,5,2,,1030,,,
napaka budol budol Ng seller Ang pangit Ng pinadala Mukha Ng basahan advice ko lng wag na kayo mag order sa shop nato,5,23,,1030,,,
Perfect for mom jeans look ,5,5,,1030,,,
scam ukay ang dumating saken,5,5,,1030,,,
Napakapanget ng items pantalin ang inorder ku hindi po basahan ekis ung items nyu po,5,15,,1030,,,
Size:too small,5,3,,1030,,,
ang panget nang dumating sa akin ukay ukay pa,5,9,,1030,,,
Disgusting it's scam item it's unlikely what you sell  🥰💖,5,11,,1030,,,
Comfortable and stylish ,5,3,,1030,,,
bkt Ang ganda sa picture pero Ang panget pag dating ukay ukay nmn tong dumating sakin apakapanget sobra San anmn ayusin nyo kung Anong klaseng pantalon Yung naka post ganun nmn sana ayusin nyo nmn seller nakaka disappointed nmn ito Ang una at huli ko ng order sa inyo,5,49,,1030,,,
maling item po ung dumating,5,5,,1030,,,
High waist for a slimming effect ,5,6,,1030,,,
dipo ganyan ung nasa image na nakapost,5,7,,1030,,,
aroy...bkit ganito dumating.Relieve,5,5,,1030,,,
Various waist sizes to choose from ,5,6,,1030,,,
not good ahahha kakatawq lang,5,5,,1030,,,
nakaka nakakadala nakakabwesit nakakairita nakakapang gigil,5,6,,1030,,,
yawa ukay ukay,5,3,,1030,,,
di parihas Ng nasa picture..  pero okey namn TILA Niya makapal namn..  SAKTO namn din Sakin.,2,16,,1030,,,
scam po 😭,5,2,,1030,,,
nice,5,1,,1030,,,
luma na ang dumating at ang dumin pa,5,8,,1030,,,
,5,0,,1030,,,
,5,0,,1030,,,
,5,0,,1030,,,
kala ko parehas nang nasa picture iba nman design Ang dinilever ..,5,11,,1030,,,
scam buset,5,2,,1030,,,
wrong items,5,2,,1030,,,
not the item in picture...must be return,5,8,,1030,,,
scam,5,1,,1030,,,
hindi sya maganda..sorry but i dont like it.,5,9,,1030,,,
very dissapointed i don't like your item. never again to order!,5,12,,1030,,,
ibang iba sa inorder ko scam😶😶😶,5,6,,1030,,,
it's nice  Comfortable and stylish ,5,6,,1030,,,
D xa perfct katulad ng sa pctre ukay2 talga binigay,5,10,,1030,,,
ito Yong pinadala Nyo. How embarrassing.  Hwag naman kayong mandaya. Binabyaran ndmin ng sakto Yong  order namin tapos ukay ukay Yong dumating sa akin. Wala naman kayong puso at konsensya.,5,30,,1030,,,
bwiset kau,5,2,,1030,,,
Size：,5,1,,1030,,,
Ang pangit 🤨,5,2,,1030,,,
Design:Flattering skinny fit ,5,4,,1030,,,
Ok,5,1,,1030,,,
pangit tattered jean tapos ganito yong dumating sa akin ayusin niyu Naman yong customer's chaka paninda niyu Kasi pinag hirapan din namin yong pera kakabweset Naman kayo😠,5,28,,1030,,,
mam/sir yong items na enorder ko kagaya ng picture  pero ok lang po nagustohan ko naman atlest sakto naman ang sukat❤,5,22,,1030,,,
ano ba yn yung dumating sakin basahan putang Ina talaga na sayang lng yung binayad ko,5,16,,1030,,,
d maganda maganda lng sa picture pero pgnadeliver n mas maganda p ung ukay,5,14,,1030,,,
Size:20,5,2,,1030,,,
Pangit2 nang piandala nyo sayang lang ang pera ko okay2 lang pala...hayssst😢😢😢,5,13,,1030,,,
kulay kulay namn CIA Ganda SA picture pag dating kulay kulay🥴🥴🥴🥴,5,11,,1030,,,
iba yung dumating na pants . ang tagal ko po hinintay pero iba pinadala nyo   disappointed lang po,5,17,,1030,,,
ok na ok ang ganda sakto sa size at Flattering skinny fit  Trendy tattered design  Durable denim material ,5,18,,1030,,,
i am not satisfied the color is very old the size is smal its a scam,5,16,,1030,,,
pangit walang kwenta mga manloloko ang seller hindi ka gaganahan wag kayong magorder malayong malayo ang itsura nya sa inoffèr nila,5,21,,1030,,,
Size:truPush up denim for a lifted look  e to size  Comfort:good  Style:niceHigh waist for a slimming effect ,5,20,,1030,,,
salamat sa basahan nyo na item malayong malayo ang itsura nang item display ninyo kisa sa pinadala nyo,5,18,,1030,,,
nag order Ako ng size 30 but you send size 25    iBang klaseng jeans ang nareceive ko   how dare you     ,4,20,,1030,,,
Push up denim for a lifted look  Comfortable and stylish  Durable denim material  thanks mam sir,5,16,,1030,,,
Perfect for mom jeans look ,5,5,,1030,,,
Size:50/50  Material:ok sana dumating pangbata  Design:denim shit,3,11,,1030,,,
mali ung dumating...apapangit putang inahhh... .,5,6,,1030,,,
wow ang Ganda tnx seller dq akalain na ma deliver pa kc na cancel na eh..Wala pang bayad,5,19,,1030,,,
nkakadis appoint Yun dumating n parcel Mali Yun dumating n parcel base dun s picture n inorder ko Pati Yun size iba di kasya sakin mukhang galing lng s ukay ukay,1,31,,1030,,,
bwisit kayo nagbayad nang maayos pero pinadala nyo mas masama pa sa ugali nyo....,5,14,,1030,,,
Di Naman Tama hinated sa akin Ang pangit 😡,5,8,,1030,,,
2 items ang inorder ko tapos  isa lang ang dumating mali pa  Style:iba sa inorder ko,5,17,,1030,,,
it's  not like the pictures of the products that I chosen...,5,12,,1030,,,
Ang Ganda PO Ng Pinadala nyo Salamat Seller☺️ buy na kayo sa Shop nato,5,14,,1030,,,
Iba po yung dumating napakalayo po nung nasa picture nakaka disappoint,5,11,,1030,,,
Comfort:Various waist sizes to choose from  Durable denim material  Trendy tattered design ,5,13,,1030,,,
Sira yung zipper tapos iba yung dumating anu bayan,1,9,,1030,,,
I'm so disappointed! Ang Ganda ng post nyo na pants pero ang dumating jumper na ukay  nakakadala . huwag nman sana ganun nakakadisappoint talaga 😞,5,24,,1030,,,
My order is exactly my size Fitted to me.  Very cheap  affordable and cotton pants. High waist for a slimming effect ,5,21,,1030,,,
Design:di maganda,5,3,,1030,,,
good po siya strechable  but i need to add on color to make good looking,5,15,,1030,,,
expectation vs. reality  Kala ko pa naman fit Sakin yung dadating  Pero yung dumating sakin high waist,1,17,,1030,,,
pangit yong pantalon dumating .nilolokonyo Lang ako .,5,7,,1030,,,
Hindi pa Pala maganda ito,5,5,,1030,,,
ay nako baket naman ganun ang ganda sa picture pag deliver ukay ukay subrang laki pa... ang pangit nman ng store nato dina ako oorder ulit nakaka dismaya,5,28,,1030,,,
kung ano inorder q hindi Yun ang dumating.kakainis,5,9,,1030,,,
Waist too much small. My order 29waistline but I received too small,5,12,,1030,,,
akala ko skiny hindi pala ang pangit nya panay mancha pa mga dilaw dilaw ok sana ang size,2,18,,1030,,,
Mali yung ibinigay,5,3,,1030,,,
𝒎𝒂𝒍𝒊 𝒎𝒂𝒏 𝒖𝒏𝒈 𝒅𝒖𝒎𝒂𝒕𝒊𝒏𝒈 𝒏𝒂 𝒊𝒕𝒆𝒎𝒔,5,0,,1030,,,
Size:not good  Style:ugly  Comfort:dont t want to irder again so dissapoint,5,14,,1030,,,
High waist for a slimming effect  Perfect for mom jeans look ,5,11,,1030,,,
Full length for versatile styling  Perfect for mom jeans look  Comfortable and stylish ,5,13,,1030,,,
ang order ko 4 piraso ang dumating 3 piraso tapus hukay2 Pati bakit naman ganun,5,15,,1030,,,
Perfect for mom jeans look  Full length for versatile styling  Trendy tattered design  Flattering skinny fit ,5,16,,1030,,,
Ang pangit ng item n denilevwr nio Hindi Yan Ang order ko Pani pa kayinmapagkakatiwalaan,1,15,,1030,,,
Size:good  Design:for me good  Material:goof,5,8,,1030,,,
no problem parcel delivery..safe Ang good quality,5,8,,1030,,,
Ang pangit d yan nasa picture ang dumating madami pang mantza,5,11,,1030,,,
bat ganun order q pantalon bat dumating jumper ..ang layu sa pic na nakalagay .😞😞,5,14,,1030,,,
KUPAL KA NA SELLER KA INUKAYAN MO LNG KAMI NG RANDOM PANTS SA UKAY UKAYAN ANIMAL KANG HAYOP KA . KARMA WILL BE BACK TO YOU 10X HARDER. TIGNAN NYO POST NYO KUNG TAMA BA SA PINADALA NINYO KUPAL KAYO SCAMMER YAWA  Material:walang kwenta  Size:subrang laki kasi nga inukay lng ng bwesit  Design:walang kwenta,1,56,,1030,,,
mali Yung order na pinadala ukay2 Ang pinadala hi dj Ang NASA picture na to ibig Sabihin bogus seller ito,5,20,,1030,,,
𝐭𝐡𝐢𝐬 𝐩𝐫𝐨𝐝𝐮𝐜𝐭𝐬 𝐢𝐬 𝐟𝐚𝐤𝐞.. 𝐢𝐛𝐚 𝐲𝐮𝐧𝐠 𝐝𝐮𝐦𝐚𝐭𝐢𝐧𝐠 𝐮𝐤𝐚𝐲 𝐧𝐚 𝐫𝐮𝐠 𝐭𝐚𝐬 𝐚𝐧𝐠𝐛𝐚𝐡𝐨 𝐦𝐲 𝐠𝐡𝐚𝐚𝐝..,1,0,,1030,,,
its so unexpected na hindi sa akin ang na reseved ko,5,11,,1030,,,
iba sa picture at iba sa actual,5,7,,1030,,,
scam kayo di nman black....ukay ang tinda nyo.. iisa pa dumating dlawa ung order ko....wag kayo manloko ng costomer ng lazada...,5,23,,1030,,,
manloloko kayo ukay ukay pala tinda nyo,5,7,,1030,,,
Trendy tattered design ,5,3,,1030,,,
Comfortable and stylish ,5,3,,1030,,,
Comfortable and stylish ,5,3,,1030,,,
I really this apointed to my order is fake😔,5,9,,1030,,,
wrong items delivered,5,3,,1030,,,
Excited pa ako sa inorder ko items kasi nga FREE  ZERO  walang babayaran  may voucher kasi .. Deliver Ngayon  pag open ko walay sira at take note may tagpi pa... Wala. Nga bayad ayusin nyo naman pag bigay nyo NG item ilagay nyo din Kung gamit na.. Naka free nga di naman magamit ay naku,1,54,,1030,,,
Size:Mali po ang size niya,5,6,,1030,,,
not satisfied  pwede ba ibalik yung order ko is pang girl highwaist dumating is panlalaki,5,15,,1030,,,
iba ang nasa picture iba Naman Ang design pag dating dito  Hindi po sya yong nasa picture talaga eh 🥺,2,19,,1030,,,
Comfort:maganda siya saktong sakto ang fit..thank you seller,5,10,,1030,,,
na desmaya ako sa dumating na order q maganda pa ukay ukay,5,12,,1030,,,
not what I expected but  maganda rin naman yung dumating,4,10,,1030,,,
not satisfy   Style:basahAn,5,4,,1030,,,
Mali Ang pinadala Sana mo konsensya po kayu,5,8,,1030,,,
ukay pla ang pngit ng item,5,6,,1030,,,
High waist for a slimming effect ,5,6,,1030,,,
bkit nman ganon ung dineliver nio skin Hindi nmn Yan ung order ko sobrang panget p ukay ukay maayos nmn akong magbayad,1,22,,1030,,,
big scam skinny ahong giorder ja karon di mao ag niabot ..ukay²maning nawonga..,5,13,,1030,,,
iba pinadala pati size iba din sa order ko  KAPANGIT IBA SA ORDER PATI DESIGN,1,15,,1030,,,
pangit ang dumating sakin kupas na my mantcha ang pantalun na yan ukay ukay,5,14,,1030,,,
High waist for a slimming effect  Various waist sizes to choose from  Durable denim material  Full length for versatile styling ,5,20,,1030,,,
mali yong dumating bakit Ganon seler,5,6,,1030,,,
Plus size options available ,5,4,,1030,,,
HAHAHA ukay² scam,5,3,,1030,,,
High waist for a slimming effect  Trendy tattered design  Push up denim for a lifted look  Durable denim material ,5,19,,1030,,,
they send me not exactly to that photo..not good and not new  Material:bad  Size:bad  Design:bad,5,19,,1030,,,
ok nmn sya kaso mukhang ukay lng talaga,5,8,,1030,,,
Peke. Di katulad ng sa picture.,5,6,,1030,,,
sobrang pangit  hindi ko nagustuhan,5,5,,1030,,,
bakit nman ganito .. ang ganda sa picture tapos ukay ukay lang pla ... 😡😡😡😡ang panget ... !!!!,1,14,,1030,,,
pangita sayang lang pera ko,5,5,,1030,,,
bulok na pantalon pinadala haha,5,5,,1030,,,
Ang panget ng item,5,4,,1030,,,
not in actual pic...late na nga mali pa..suze 31 ang order ko  26 binigay nyo..karindi kau,5,19,,1030,,,
alam nyo ang pangit na delever ninyo sa akin na iteam mom akala ko  totoo ung mga post reseller grabi NMN po KAU dapat nag picture KAU bago delever scam nyopo,5,31,,1030,,,
manloloko kayo ukay pala ang tinda dapat sinasabi ninyo ukay ang picture ang tinda,5,14,,1030,,,
Hindi po sakto Ang dumating sakin . halatang sa okay² galing,5,10,,1030,,,
dili mao ang gé deliver . bàck job   pagkà ordèra,5,9,,1030,,,
Perfect for mom jeans look ,5,5,,1030,,,
Flattering skinny fit ,5,3,,1030,,,
Anu ba yng ideniliver nyo pants na order q galing hukay2 tapos meron pa mantsa ng dugo sa puwitan nkakadiri “hnd nmn iyon ang inorder q sa inyo Lazada dapat kng Anu  yng order iyon ang ipa deliver nyo sana maging aral ito sa inyo ,5,45,,1030,,,
I ordered size 36 but I received size 28... What happened...everytime I ordered...it's always stress that I felt...  Thank you,3,23,,1030,,,
mali ung dumating pants ung order ko a g dumating jumper,5,11,,1030,,,
ngek scam Ang panget,5,4,,1030,,,
Perfect for mom jeans look ,5,5,,1030,,,
pangit ukay ukay,5,3,,1030,,,
ano ba naman seller   ang layo ng hitsura sa actual  nakakadismaya   hindi na ako uulit  pa,1,16,,1030,,,
a ng pang it ng items  grave kayo mash maganda pa nga ung basahan  ko,5,15,,1030,,,
kulang ang pinadalang order ..tapos sabi skinny hindi namn ...,1,9,,1030,,,
Perfect for mom jeans look ,5,5,,1030,,,
😭😢😢😢 hindi maganda,5,2,,1030,,,
Design:  ukay ukay na hndi katanggap tanggap ang quality. Just be true yo your post nalang,1,16,,1030,,,
Perfect for mom jeans look  Perfect for mom jeans look ,5,10,,1030,,,
Size:Mali size dumating kai 27 order ko kai 29 man,5,11,,1030,,,
Comfort:Full length for versatile styling ,5,6,,1030,,,
Full length for versatile styling  Durable denim material  High waist for a slimming effect ,5,14,,1030,,,
wrong items,5,2,,1030,,,
di nman yan order ko mali pinadala nyo,2,8,,1030,,,
Ang pangit Naman scam maliit pa ung size nkaka disappointed Mali pa ung bnigay na order ko !!🙄seller next time ibigay mo Yung tamang order Ang pangit mo mag bigay ng item  close mo na yang page mo  manloloko,1,39,,1030,,,
Material:not good  Design:iba sa nasa picture  Size:very not satisfying  I won't recommend this shop Yung nasa picture Ang ganda pero yong dumating iba at luma pa,1,30,,1030,,,
bakit poh iba yong dinliver nyo iba poh yong order ko   iba poh yong  dumating skin .   mahilig Naman kyong mang scam sa taong nag order sa Inyo ...,1,27,,1030,,,
ukay Pala to. But thank you pa din Kase libre lang from Lazada haha andun sa mama ko,5,18,,1030,,,
4rth na order ko fake lahat iba ang dumating sayang lng binabayad ko .,5,13,,1030,,,
scam Po ata kayo,5,4,,1030,,,
free nalang sya pero wrong size . btw thanks 😊,5,8,,1030,,,
Plus size options available ,5,4,,1030,,,
ano po ito ? di ko expected na ganto sya maganda naman sana kaso ibang iba sya sa picture sana po i clear nyo po sya na iba pala sya pag dumating,2,31,,1030,,,
wag kau omorder sa shop na to ukay ukay at ND pa masusuot pinapdla nyang items. bulok hintayin nyo nlang ung krma nyo mnluluko ngbbyd kmi ng tama.tapos llukuhin nyo.nd natutulog ang dios,1,35,,1030,,,
hindi pala sya maganda mukhang luma po pla pwro ok nmn,5,11,,1030,,,
kulanq unq orderko po. isa lnq nbiqay,5,7,,1030,,,
Plus size options available ,5,4,,1030,,,
iba nman ang dumating nkkadismaya,5,5,,1030,,,
ewan naman sa inyo nag pa free item kayo pero basahan dumating my ghad !!,5,14,,1030,,,
hkk cdxchknvgtdxnlliyvbllhfxxbmlihfcbnnkktdszxchedzgjjbvhjkn ngfjkgcbkkjgcnkiy,5,3,,1030,,,
Push up denim for a lifted look ,5,7,,1030,,,
Size:Push up denim for a lifted lookFlattering skinny fit ,5,10,,1030,,,
Plus size options available ,5,4,,1030,,,
not the same on pic I ordered,5,7,,1030,,,
Flattering skinny fit ,4,3,,1030,,,
thanks po i like it,5,5,,1030,,,
Ang pANgit,5,2,,1030,,,
